"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"s***c",,"star5","非常的好！速度很快！支持！","2018-12-22 15:20","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.0074384"
"飞***0",,"star5","#神器，ok的，我很喜欢","2018-12-18 15:58","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.0423268"
"z***1",,"star5","代买，给客户，应该不错吧","2018-12-24 13:44","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.0720859"
"m***哥",,"star5","觉得很好，后期再说","2018-12-18 08:37","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.0918539"
"小***小",,"star5","五星好评，很酷很炫","2018-12-17 09:59","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.1209534"
"j***w","PLUS会员","star1","极为垃圾，真的不知道京东怎么啦，买了几天，电脑就卡了，现在键盘脱落，客服让我去找当地售后检测，当地售后表示明眼看键盘脱落的事，直接换就行，可是京东客服非要我检测票，我去当地客服检测，人家不给我检测，更不给票，上班忙的哪有时间一趟一趟的跑售后，我这么悠闲吗，希望广大网友别买苹果了，除非你想多跑几趟售后","2018-12-19 16:22","0","2",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.1490832"
"陆***新",,"star5","不会用～～～～","2018-12-19 21:04","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.1726227"
"j***6",,"star3","可以，还蛮喜欢的","2018-12-06 14:24","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.2017520"
"朦***屋","PLUS会员","star5","美观，好用1","2018-12-21 10:03","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.2289458"
"s***l","PLUS会员","star5","就便宜10元","2018-12-20 21:41","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:29.2587276"
"w***蛋",,"star5","正品 稳","2018-12-27 12:03","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.5224932"
"x***8",,"star5","宝贝可以","2018-12-26 11:35","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.5521243"
"j***k",,"star5","不错?","2018-12-20 11:13","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.5788985"
"j***t",,"star1","我是一名学生。听别人说苹果电脑好用，因为要考计算机二级，所以买了苹果电脑。但是买了之后发现我们考Windows系统，苹果的系统不能做题。想要退货却告诉我可以安装两个系统，可是能安装你们苹果又不管安装。这是什么意思？  那我们自己安装要是损坏了怎么办？  想要退货确不被允许，现在都欺负到学生头上了。","2018-08-25 17:40","8","15",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.6089936"
"余***月",,"star1","这应该是我京东购物最差的一次吧！双11买的 12收到货，13号发现有问题联系售后 说会上门取件 结果两三天不来取，也不打个电话 我打电话过去，收快递的直接说没空。然后又找了售后，售后就在那打笑脸。好不容易寄回去了，又说电脑没有问题，好的，没有问题就赶紧给我寄回来吧。可是直到昨天，也就是12月1号我才收到货 打开就显示有一个什么客人账号 找客服客服还说是我自己设置的。waht?这些我就不说了，前前后后折腾了20天 还不让退货。说不能退 我**就等这个电脑等了20天，然后我5号还白条。也就是说这一个月老子啥也没用就要还钱了。很好 非常好。","2018-12-02 09:33","5","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.6318776"
"j***怪",,"star3","东西还可以吧，确实便宜了点，刚开始@苹果id出了点问题，打电话解决了，但是感觉电脑偶尔会出点问题，比如今天突然电脑没有声音了，重启才能用，先观察几天，看看接下来怎么样","2018-12-21 21:58","1","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.6625385"
"大***梦",,"star1","送来的是展示机，电池循环两次，保修一年，重启还弹出一个客人账号","2018-10-27 00:08","10","7",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.7021478"
"狂***友",,"star5","很好 喜欢","2018-12-23 12:49","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.7317589"
"S***猫",,"star5","喜欢，不错","2018-12-18 15:43","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.7514011"
"D***5",,"star3","刚开机就卡了，还自动给我重启了","2018-12-12 18:25","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:43:44.7818736"
"宁***6","PLUS会员","star3","很是后悔买了苹果 我应该买华为的  最重要的是有很多软件不支持  不方便  又没法退，真是后悔！还是华为好，支持国货！支持华为！","2018-12-10 23:35","0","3",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.0719094"
"j***头",,"star5","很喜欢","2018-12-26 15:31","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.1018156"
"j***0",,"star3","东西很好，就是快递惹我生气了，上面显示收货了完成订单了。我连个电话都没收到。到楼下一看就丢大门那，万一被人拿了呢？","2018-12-05 22:39","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.1305210"
"j***b",,"star3","刚开始到这里就卡着了，怎么按都按不动，后来重启动再@才弄好的！这是唯一让我怀疑和不满意的地方！给个中评吧。","2018-12-15 18:10","0","2",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.1589294"
"c***0",,"star3","12号买的，23号到货的，商品没问题，就是采购太慢了，并且客服就会说套话，实际情况一点不介绍","2018-11-24 10:05","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.2018774"
"月***辉","PLUS会员","star3","电脑不错，价格不稳定，给找差价了，word系统安装费劲。","2018-12-12 02:07","1","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.2318400"
"電***君",,"star3","发票服务实在太差劲了 以后不会在京东买大宗商品了","2018-12-11 08:14","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.2590422"
"无***痛","PLUS会员","star5","很喜欢","2018-12-22 09:47","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.2887725"
"j***t",,"star3","不愉快！下次不会再光顾京东，还好电脑没事！","2018-12-05 21:16","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.3120009"
"j***9","PLUS会员","star1","货收到稍微摔了一下，找售后不给换货，另外找专业售后处理，说必须换屏幕，我就一个外壳坏了换外壳不就完了，为什么要把屏幕也换了?我屏幕又没坏，这确定是苹果售后吗？服务太渣。","2018-12-21 16:16","1","3",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:00.3389022"
"k***C",,"star3","系统没弄明白，买来就装了Win10","2018-12-08 18:37","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.6022452"
"j***e",,"star5","还可以","2018-12-24 05:57","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.6319452"
"姑***錒",,"star5","挺好的","2018-12-22 10:52","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.6587087"
"j***0",,"star5","还行吧","2018-12-21 20:44","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.6889625"
"峻***麻",,"star5","还行！","2018-12-21 15:29","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.7190714"
"樱***_",,"star5","就是好","2018-12-21 00:13","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.7487358"
"鬼***狼",,"star2","怎么说呢？看到货时箱子已被戳了个洞，里面包装盒没事……第二，开机屏幕正常，@正常，然鹅晚上开机出现了无法正常开机的心累，紧急联系售后，不明原因……重装了两个小时又恢复正常使用…本来一开始就因物流问题产生心里阴影，再来一出开机，立马想退……第三，过两天我原来的电脑又修好了?","2018-11-19 19:58","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.7722740"
"1***星","PLUS会员","star5","漂亮好用","2018-12-19 08:03","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.7989162"
"u***u","PLUS会员","star5","用着还好","2018-12-18 12:32","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.8387300"
"s***z",,"star1","不好！等了10多天！问客服就说不知道，等着，一直不给回复！问等到何时？答说不知道！那就是说无限等喽？客服就说不知道，等到货！我就骑虎难下了，因为双十一的活动已经结束了，其他平台也都提价格了！退款再买肯定不是原来价格了，就像吃了大个的带屎的苍蝇一样#！后来我在网上问了其他客户，那个客户让我投诉，估计是客服看见了，第二天就到货！太快了！一点征兆都没有！说明谁态度坚决，就给谁！","2018-12-09 11:58","1","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:15.8717735"
"七***狸",,"star2","生气，@id，验证完信息后一直不提示最后一步，反反复复七八次都没有提示继续或者确定，客服态度也不明朗","2018-12-13 21:46","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:31.2427436"
"蕾***啦",,"star1","买完9天，大幅降价200，申请价保，说超过7天不能价保了，我也是无语了，难道我从京东买任何一次东西，都说是秒杀价，过几天又降价，我还得每天打开京东看看有没有降价，客服更会说，你可以订阅降价通知，就不会错过了，我也只能呵呵呵。再不会买大额贵重物品，坑京东。","2018-12-25 11:35","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:44:31.2715356"
